_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,FTH_PRIORITY,FTH_ORGANIZATION,FTH_FAITH,FTH_DENOMINATION,FTH_GROUPING,FTH_PHONE,FTH_EXTENSION,FTH_FAX,FTH_CELL,FTH_HOME,FTH_SALUTATION,FTH_FIRST_NAME,FTH_LAST_NAME,FTH_POSITION,FTH_EMAIL,FTH_CONTACT,FTH_WEBSITE,FTH_FORUM,WARD_NAME,WARD_NUMBER,COMM_COUNCIL_NAME,COMM_COUNCIL_CODE,NEIGHBOURHOOD_NAME,geometry
209,9667778,2981,Dufferin St,2981 Dufferin St,M6B3T4,NORTH YORK,Toronto,Church Of St Mary The Virgin,109001,9667777,2981,NA,NA,NA,557,NA,NA,NA,NA,202,5,Parroquia San Lorenzo,Christian,Pentecostal,Evangelical,(416) 782-2953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yorkdale-Glen Park (31),"c(-79.4536903233856, 43.711054610786)"
210,9667263,1067,Glencairn Ave,1067 Glencairn Ave,M6B2B1,NORTH YORK,Toronto,NA,115001,9667186,1067,NA,NA,NA,3534,NA,NA,NA,NA,203,5,Street Connection Christian,Christian,Other,Evangelical,(416) 780-9275,NA,(416) 780-9145,NA,NA,Rev.,Wilman,Connolly,Minister,NA,Local,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yorkdale-Glen Park (31),"c(-79.4555915320081, 43.7064079650732)"
211,14120486,2746,Dufferin St,2746 Dufferin St,M6B3R4,NORTH YORK,Toronto,Fairbank United Church,109001,446490,2746,NA,NA,NA,557,NA,NA,NA,NA,204,5,Fairbank United Church,Christian,United Church,Mainstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yorkdale-Glen Park (31),"c(-79.4525607784876, 43.7029975144132)"
212,8708590,435,Hopewell Ave,435 Hopewell Ave,M6E2S4,YORK,Toronto,NA,115001,8708581,435,NA,NA,NA,672,NA,NA,NA,NA,205,5,Burma Buddhist Association,Buddhist,Theravada,Theravada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Briar Hill-Belgravia (108),"c(-79.4463041825039, 43.6995610460539)"
213,9086078,39,Gurney Cres,39 Gurney Cres,M6B1S9,NORTH YORK,Toronto,NA,115001,9086071,39,NA,NA,NA,5768,NA,NA,NA,NA,206,5,Church Of God,Christian,NA,Evangelical,(416) 256-9058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yorkdale-Glen Park (31),"c(-79.4671100560062, 43.7022418926205)"
214,10923921,24,Densley Ave,24 Densley Ave,M6M2R1,NORTH YORK,Toronto,Faith United Pentecostal Church,109001,10923916,24,NA,NA,NA,5374,NA,NA,NA,NA,207,NA,Faith United Pentacostal,Christian,NA,NA,4162453340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Brookhaven-Amesbury (30),"c(-79.4742915000702, 43.7037753278451)"
215,10635959,2186A,Eglinton Ave W,2186A Eglinton Ave W,M6E2L1,YORK,Toronto,NA,115001,10635937,2186,A,NA,NA,571,NA,NA,NA,NA,208,NA,Cecc Church,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Briar Hill-Belgravia (108),"c(-79.461401955335, 43.6934692814464)"
216,8236817,1947,Keele St,1947 Keele St,M6M3X9,YORK,Toronto,First Church Of God,109001,8152726,1947,NA,NA,NA,703,NA,NA,NA,NA,209,NA,2Nd Iglesia Pentecostal Hisp,Christian,NA,NA,9058237776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Keelesdale-Eglinton West (110),"c(-79.474024713296, 43.6885996796085)"
219,8166415,641,Eglinton Ave W,641 Eglinton Ave W,M5N1C5,former TORONTO,Toronto,Fire Station 135,103002,8166365,641,NA,NA,NA,571,NA,NA,NA,NA,212,NA,Eglinton St George'S United,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Forest Hill South (101),"c(-79.4163623312384, 43.7027540411446)"
220,5350171,1523,Warden Ave,1523 Warden Ave,M1R4Z8,SCARBOROUGH,Toronto,NA,113001,5343781,1523,NA,NA,NA,9187,NA,NA,NA,NA,213,NA,Evangelical Church,Christian,NA,NA,4164722491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"c(-79.3004753542119, 43.7627551369409)"
221,8166332,640,Eglinton Ave W,640 Eglinton Ave W,NA,former TORONTO,Toronto,NA,115001,30008171,640,NA,NA,NA,571,NA,NA,NA,NA,214,NA,St Thomas Aquinas Church,Catholic,NA,NA,4167828943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Forest Hill North (102),"c(-79.4186511773867, 43.7025776026809)"
222,2893848,713,Glencairn Ave,713 Glencairn Ave,M6B1Z8,NORTH YORK,Toronto,Glencairn Baptist Church,109001,2893860,713,NA,NA,NA,3534,NA,NA,NA,NA,215,5,Glencairn Baptist Church,Christian,Baptist,Mainstream,(416) 789-0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Englemount-Lawrence (32),"c(-79.438287434948, 43.7099376475791)"
223,520748,792,Glencairn Ave,792 Glencairn Ave,M6B2A3,NORTH YORK,Toronto,NA,109001,446137,792,NA,NA,NA,3534,NA,NA,NA,NA,216,5,Glad Tidings Tabernacle,Christian,NA,Evangelical,(416) 785-8335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yorkdale-Glen Park (31),"c(-79.4423747385527, 43.7095747438159)"
224,501646,500,Coldstream Ave,500 Coldstream Ave,M6B2K6,NORTH YORK,Toronto,Coldstream Presbyterian Church,109001,445498,500,NA,NA,NA,3198,NA,NA,NA,NA,217,5,Coldstream Presbyterian Church,Christian,Presbyterian,Mainstream,(416) 781-8092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Englemount-Lawrence (32),"c(-79.4292435419012, 43.7153477646565)"
225,8985266,201,Caribou Rd,201 Caribou Rd,M5N2B5,NORTH YORK,Toronto,NA,109001,8985249,201,NA,NA,NA,5119,NA,NA,NA,NA,218,5,St Philip Anglican Church,Christian,Anglican,Mainstream,(416) 783-5606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Bedford Park-Nortown (39),"c(-79.4283754571818, 43.7176169448299)"
226,2904918,22,Glen Park Ave,22 Glen Park Ave,M6B2B9,NORTH YORK,Toronto,Grace Tabernacle,109001,2904912,22,NA,NA,NA,5692,NA,NA,NA,NA,219,5,Grace Tabernacle,Christian,NA,Evangelical,(416) 787-4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Englemount-Lawrence (32),"c(-79.4305072200113, 43.7130501761565)"
227,8985308,2565,Bathurst St,2565 Bathurst St,M6B2Z3,former TORONTO,Toronto,Roman Catholic Episcopal,109001,8985309,2565,NA,NA,NA,436,NA,NA,NA,NA,220,NA,Roman Catholic Episcopal,Catholic,NA,NA,4167874547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Forest Hill North (102),"c(-79.426481809636, 43.7069731711581)"
228,8203283,1041,Avenue Rd,1041 Avenue Rd,M5N2C5,former TORONTO,Toronto,NA,115001,8203281,1041,NA,NA,NA,2924,NA,NA,NA,NA,221,5,Dharma Drum Toronto,Buddhist,Chinese,Mahayana,(416) 937-0986,NA,NA,NA,NA,Master,NA,Sheng-yen,Spiritual Head,NA,NA,www.ddmba-toronto.org,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yonge-Eglinton (100),"c(-79.4084170490766, 43.7049196983994)"
229,11272591,2221,Yonge St,2221 Yonge St,M4S2B4,former TORONTO,Toronto,NA,115001,14230407,2221,NA,NA,NA,4733,NA,NA,NA,NA,222,NA,C.I.C,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Mount Pleasant West (104),"c(-79.3977622301069, 43.7060487321042)"
230,7632824,40,Broadway Ave,40 Broadway Ave,M4P1T4,former TORONTO,Toronto,St Monicas Roman Catholic,109001,7632816,40,NA,NA,NA,45,NA,NA,NA,NA,223,NA,St Monicas Roman Catholic Ch,Catholic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don Valley West (15),15,NORTH YORK COMMUNITY COUNCIL,NO,Mount Pleasant West (104),"c(-79.396706029286, 43.7107054351397)"
231,14206583,2510,Yonge St,2510 Yonge St,M4P2H7,former TORONTO,Toronto,NA,115001,8539655,2510,NA,NA,NA,4733,NA,NA,NA,NA,224,50,Friends of the Heart Meditation Centre,Buddhist,Western,Other,(416) 486-5105,NA,NA,NA,NA,Ven. Lama,Karma,Thinley Rinpoche,Spiritual Director,foh@friendsoftheheart.com,NA,www.friendoftheheart.com,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yonge-Eglinton (100),"c(-79.3998780682513, 43.7123859311817)"
232,8536755,27,Castlefield Ave,27 Castlefield Ave,M4R1G3,former TORONTO,Toronto,Castlefield Christian Fellow,109001,14036486,27,NA,NA,NA,488,NA,NA,NA,NA,225,NA,Castlefield Apostolic Church,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yonge-Eglinton (100),"c(-79.4005789617029, 43.7112283863816)"
233,7753901,80,Blythwood Rd,80 Blythwood Rd,M4N1A4,former TORONTO,Toronto,Blythwood Rd Baptist Church,109001,7753896,80,NA,NA,NA,3024,NA,NA,NA,NA,226,NA,Blythwood Rd Baptist Church,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don Valley West (15),15,NORTH YORK COMMUNITY COUNCIL,NO,Lawrence Park South (103),"c(-79.3980790050104, 43.7175754929941)"
234,6878707,503,Eglinton Ave E,503 Eglinton Ave E,M4P1N4,former TORONTO,Toronto,NA,109001,6878705,503,NA,NA,NA,125,NA,NA,NA,NA,227,NA,Eglinton Gospel Hall,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don Valley West (15),15,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Mount Pleasant East (99),"c(-79.3802673194252, 43.7101350549852)"
235,7359688,111,Manor Rd E,111 Manor Rd E,M4S1R4,former TORONTO,Toronto,Church Of The Transfiguration,109001,7359689,111,NA,NA,NA,3910,NA,NA,NA,NA,228,NA,Church Of The Transfiguratio,Christian,NA,NA,4164897798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Mount Pleasant West (104),"c(-79.3912541002801, 43.7032766970911)"
236,792803,26,Delisle Ave,26 Delisle Ave,M4V1S5,former TORONTO,Toronto,Calvin Presbyterian Church,109001,1139360,26,NA,NA,NA,3284,NA,NA,NA,NA,229,NA,Calvin Presbyterian Church,Christian,NA,NA,4169239030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Yonge-StClair (97),"c(-79.395965808411, 43.6892872300369)"
237,7274020,1585,Yonge St,1585 Yonge St,M4T1Z9,former TORONTO,Toronto,Yorkminster Park Baptist Church,109001,7274021,1585,NA,NA,NA,4733,NA,NA,NA,NA,230,NA,Baptist Church,Christian,NA,NA,4169221167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Rosedale-Moore Park (98),"c(-79.3942271930539, 43.6905181462168)"
238,7274022,1570,Yonge St,1570 Yonge St,M4T1Z8,former TORONTO,Toronto,Christ Church Deer Park,109001,7274021,1570,NA,NA,NA,4733,NA,NA,NA,NA,231,NA,Christ Church Deer Park Angl,Christian,NA,NA,4169205211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Yonge-StClair (97),"c(-79.3958101148592, 43.6902712451835)"
239,871274,208,St Clair Ave E,208 St Clair Ave E,NA,former TORONTO,Toronto,Our Lady Of Perpetual Help,109001,1139238,208,NA,NA,NA,339,NA,NA,NA,NA,232,NA,Roman Catholic Episcopal,Catholic,NA,NA,4164891540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Rosedale-Moore Park (98),"c(-79.3850847262537, 43.6902494803787)"
240,8536085,28,ted rogers Way,28 ted rogers Way,NA,former TORONTO,Toronto,NA,100002,8536083,28,NA,NA,NA,19324,NA,NA,NA,NA,233,NA,Anglican Church House,Christian,NA,NA,4169249192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Church-Yonge Corridor (75),"c(-79.3805895321517, 43.6705792545747)"
241,14235631,227,Bloor St E,227 Bloor St E,M4W1C8,former TORONTO,Toronto,St Pauls Anglican Church,109001,8536222,227,NA,NA,NA,3020,NA,NA,NA,NA,234,NA,Anglican Church Of Canada,Christian,NA,NA,4169618116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Church-Yonge Corridor (75),"c(-79.3812388016412, 43.6709914086722)"
242,7978581,1323,Bay St,1323 Bay St,M5R2C4,former TORONTO,Toronto,NA,115001,7978576,1323,NA,NA,NA,2962,NA,NA,NA,NA,235,NA,The Jesuits Of Upper Canada,Catholic,NA,NA,4169624500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.3904768294725, 43.6726978601269)"
243,873423,204,St George St,204 St George St,M5R2N5,former TORONTO,Toronto,NA,112001,1142167,204,NA,NA,NA,9786,NA,NA,NA,NA,236,NA,Christian Science Committee,Christian,NA,NA,4169214442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4018997117174, 43.6704339674687)"
244,14120306,316,Dupont St,316 Dupont St,M5R1V9,former TORONTO,Toronto,NA,115001,20235971,316,NA,NA,NA,3343,NA,NA,NA,NA,237,50,Theravada Buddhist Community,Buddhist,Theravada,Theravada,(416) 657-2269,NA,NA,NA,NA,Ven.,Ajahn,Viradhammo,Teacher,tbctor@hotmail.com,NA,www.geocities.com/tbctoronto,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4087481112161, 43.6747867486858)"
245,871423,129,St Clair Ave W,129 St Clair Ave W,M4V1N5,former TORONTO,Toronto,Deer Park United Church,109001,1139486,129,NA,NA,NA,890,NA,NA,NA,NA,238,NA,Churches &Corp. Respons.,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Yonge-StClair (97),"c(-79.4001913287441, 43.6864555967153)"
246,871430,175,St Clair Ave W,175 St Clair Ave W,M4V1P7,former TORONTO,Toronto,First Unitarian Congregation,109001,1139529,175,NA,NA,NA,890,NA,NA,NA,NA,239,50,Buddhist Practice Group - Unitarian,Buddhist,Unitarian,Other,(416) 466-2405,NA,(416) 924-9655,NA,NA,Mr.,David,Sells,Contact person,david.sells@sympatico.ca,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Casa Loma (96),"c(-79.4024236205474, 43.6861125580651)"
247,12562243,354,St Clair Ave W,354 St Clair Ave W,M5P1N4,former TORONTO,Toronto,Holy Rosary Church,109001,30006052,354,NA,NA,NA,890,NA,NA,NA,NA,240,NA,Holy Rosary Church,Catholic,NA,NA,4169238471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Casa Loma (96),"c(-79.4138894607631, 43.6843054149789)"
248,12562243,354,St Clair Ave W,354 St Clair Ave W,M5P1N4,former TORONTO,Toronto,Holy Rosary Church,109001,30006052,354,NA,NA,NA,890,NA,NA,NA,NA,241,NA,Holy Rosary Church,Catholic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Casa Loma (96),"c(-79.4138894607631, 43.6843054149789)"
249,10636551,1443,Bathurst St,1443 Bathurst St,M5R3J2,former TORONTO,Toronto,Reorganized Church Of Jesus,109001,14003840,1443,NA,NA,NA,436,NA,NA,NA,NA,242,NA,Community Of Christ,Christian,NA,NA,4165335750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Casa Loma (96),"c(-79.4177431903364, 43.682561405114)"
250,9246781,637,Christie St,637 Christie St,M6G3E6,former TORONTO,Toronto,NA,115001,9246756,637,NA,NA,NA,3165,NA,NA,NA,NA,243,NA,Gaden Choling,Buddhist,Tibetan,Vajrayana,(416) 651-3849,NA,NA,NA,NA,Ven.,Zasep,Tulku Rinpoche,Spiritual Head,gaden@interlog.com,NA,www.interlog.com/~gaden,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Wychwood (94),"c(-79.4251334016271, 43.6808231551889)"
251,2375899,58A,Arlington Ave,58A Arlington Ave,M6G3K8,former TORONTO,Toronto,NA,100001,2375900,58,A,NA,NA,412,NA,NA,NA,NA,244,NA,Bracondale Gospel Hall,Christian,NA,NA,4166522416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Wychwood (94),"c(-79.4283701280497, 43.6791336032586)"
252,9086007,833,St Clair Ave W,833 St Clair Ave W,M6C1C2,former TORONTO,Toronto,NA,115001,9085984,833,NA,NA,NA,890,NA,NA,NA,NA,245,NA,Cornerstone Baptist Tabernac,Christian,NA,NA,4166583300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Wychwood (94),"c(-79.4317021371095, 43.6801183251541)"
253,11981541,1118,St Clair Ave W,1118 St Clair Ave W,NA,former TORONTO,Toronto,St Clares Rc Church,109001,11981539,1118,NA,NA,NA,890,NA,NA,NA,NA,246,NA,St Clare'S R C Church,Catholic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Corso Italia-Davenport (92),"c(-79.4417808050816, 43.6785049980508)"
254,11165054,918,Bathurst St,918 Bathurst St,M5R3G5,former TORONTO,Toronto,Toronto Buddhist Church,109001,11165038,918,NA,NA,NA,436,NA,NA,NA,NA,247,NA,Toronto Buddhist Church,Buddhist,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4129818558588, 43.6686092887206)"
255,8015009,177,Christie St,177 Christie St,M6G3B5,former TORONTO,Toronto,NA,115001,8015007,177,NA,NA,NA,3165,NA,NA,NA,NA,248,NA,Christie St Baptist Church,Christian,NA,NA,4165360337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4199349987131, 43.668331845394)"
256,8416898,670,Bloor St W,670 Bloor St W,M6G1L2,former TORONTO,Toronto,NA,115001,8416891,670,NA,NA,NA,458,NA,NA,NA,NA,249,50,Shambhala Meditation Centre,Buddhist,Tibetan,Vajrayana,(416) 588-6465,NA,NA,NA,NA,Mr.,John,McQuade,Contact Person,toronto@shambhala.org,NA,www.shambhalatoronto.org,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4165410619408, 43.6642525239114)"
257,850068,778,Ossington Ave,778 Ossington Ave,M6G3V1,former TORONTO,Toronto,NA,109001,1143401,778,NA,NA,NA,4125,NA,NA,NA,NA,250,NA,Evangelical Fellowship Chape,Christian,NA,NA,4167591742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davenport (9),9,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Dovercourt-Wallace Emerson-Junction (93),"c(-79.4264116969646, 43.6630929466016)"
258,773056,874,Bloor St W,874 Bloor St W,M6G1M5,former TORONTO,Toronto,NA,112001,1143576,874,NA,NA,NA,458,NA,NA,NA,NA,251,NA,Jeong Hye Buddhist Temple,Buddhist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Dovercourt-Wallace Emerson-Junction (93),"c(-79.4250863701486, 43.6622991305749)"
259,8015436,30,Leeds St,30 Leeds St,M6G3R8,former TORONTO,Toronto,St Marys Ukrainian Church,109001,14011601,30,NA,NA,NA,3836,NA,NA,NA,NA,252,NA,Ukranian Catholic Church Of,Catholic,NA,NA,4165319945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Dovercourt-Wallace Emerson-Junction (93),"c(-79.4259428438526, 43.6645280784628)"
260,10340988,2424,Finch Ave W,2424 Finch Ave W,M9M2E3,NORTH YORK,Toronto,NA,115001,10340969,2424,NA,NA,NA,1610,NA,NA,NA,NA,253,2,Downsview Church of God,Christian,Pentecostal,Evangelical,(416) 740-2599,NA,NA,NA,NA,Pastor,Flo,NA,Pastor,NA,NA,NA,message,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"c(-79.5510693539577, 43.7516528884388)"
261,10494261,30,Penn Dr,30 Penn Dr,M9L2A9,NORTH YORK,Toronto,NA,115001,10494242,30,NA,NA,NA,6414,NA,NA,NA,NA,254,2,Driftwood Church Of God,Christian,Pentecostal,Evangelical,(416) 743-8487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"c(-79.5550911531356, 43.7516025672485)"
262,10494244,7,Penn Dr,7 Penn Dr,M9L2A6,NORTH YORK,Toronto,NA,115001,10494242,7,NA,NA,NA,6414,NA,NA,NA,NA,255,2,African Community Church,Christian,Pentecostal,Evangelical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"c(-79.5538492651043, 43.750886078353)"
263,10494243,5,Penn Dr,5 Penn Dr,M9L2A6,NORTH YORK,Toronto,Calvary Pentecostal Church Of God,109001,10494242,5,NA,NA,NA,6414,NA,NA,NA,NA,256,2,First Calvary Pentecostal Church,Christian,Pentecostal,Evangelical,(416) 748-1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,message,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"c(-79.5535571233534, 43.7508576457998)"
264,10948695,49,Milvan Dr,49 Milvan Dr,M9L1Y8,NORTH YORK,Toronto,NA,115001,10948688,49,NA,NA,NA,6227,NA,NA,NA,NA,257,2,Chua Pho Hien,Buddhist,Mahayana,Mahayana,(416) 740-3355,NA,NA,NA,NA,Ty,Kheo Thich,Chon Toan,Spiritual Director,NA,NA,NA,NA,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"c(-79.5550377001924, 43.7543847465631)"
265,8492761,2889,Islington Ave,2889 Islington Ave,M9L2T3,NORTH YORK,Toronto,St Rochs Parish Centre,109001,8492744,2889,NA,NA,NA,1863,NA,NA,NA,NA,258,2,St Roch's Catholic Church,Catholic,Roman,Mainstream,(416) 749-0328,NA,(416) 749-0329,NA,NA,Father,NA,NA,Priest,strochschurch@vif.com,NA,NA,emailed,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"c(-79.5677954169773, 43.7537900051862)"
274,20232538,5350,Yonge St,5350 Yonge St,M2N5R5,NORTH YORK,Toronto,St Georges Anglican Church,109001,7130376,5350,NA,NA,NA,4733,NA,NA,NA,NA,267,NA,Anglican Church Canada,Christian,NA,NA,4162251922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Willowdale (18),18,NORTH YORK COMMUNITY COUNCIL,NO,Willowdale West (37),"c(-79.4146094085003, 43.7740923144416)"
266,8206166,2547,Kipling Ave,2547 Kipling Ave,M9V3A8,ETOBICOKE,Toronto,St Andrews Catholic Church,109001,8206167,2547,NA,NA,NA,1935,NA,NA,NA,NA,259,1,St Andrew'S Catholic Church,Catholic,Roman,Mainstream,(416 749-4391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Etobicoke North (1),1,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Mount Olive-Silverstone-Jamestown (2),"c(-79.5827479237976, 43.7460526699082)"
